epoch,train_loss,dev_accuracy,dev_macro_f1
1,1.3851446199938249,0.28124288641019807,0.1839387794486671
2,1.360389755071838,0.29444570908263146,0.28790194232619815
3,1.2811788125116317,0.2835192351468245,0.2806400661574709
